Model,doy,ydoy,ymd,x,y,z,ZONE,E,N,lat,lon,ell_h,msl_h,DOY
EOT20,2020.456284,2020.167,6/15/2020 0:00,-1391662.826,5971556.581,1750910.619,47,940888.563,1777625.306,16.03893129,103.118549,151.3378,179.7561,167
EOT20,2020.459016,2020.168,6/16/2020 0:00,-1391662.825,5971556.582,1750910.618,47,940888.5621,1777625.305,16.03893128,103.118549,151.3381,179.7564,168
EOT20,2020.461749,2020.169,6/17/2020 0:00,-1391662.828,5971556.594,1750910.623,47,940888.5623,1777625.306,16.03893129,103.118549,151.3516,179.77,169
EOT20,2020.464481,2020.17,6/18/2020 0:00,-1391662.827,5971556.582,1750910.619,47,940888.5641,1777625.305,16.03893129,103.118549,151.3383,179.7566,170
EOT20,2020.467213,2020.171,6/19/2020 0:00,-1391662.824,5971556.588,1750910.622,47,940888.5594,1777625.307,16.0389313,103.1185489,151.3448,179.7631,171
EOT20,2020.469945,2020.172,6/20/2020 0:00,-1391662.826,5971556.583,1750910.617,47,940888.5626,1777625.304,16.03893128,103.118549,151.3386,179.7569,172
EOT20,2020.472678,2020.173,6/21/2020 0:00,-1391662.831,5971556.601,1750910.625,47,940888.5639,1777625.306,16.0389313,103.118549,151.3592,179.7775,173
EOT20,2020.47541,2020.174,6/22/2020 0:00,-1391662.824,5971556.577,1750910.617,47,940888.5621,1777625.306,16.03893129,103.118549,151.3331,179.7514,174
EOT20,2020.478142,2020.175,6/23/2020 0:00,-1391662.821,5971556.572,1750910.613,47,940888.5607,1777625.303,16.03893127,103.118549,151.3262,179.7445,175
EOT20,2020.480874,2020.176,6/24/2020 0:00,-1391662.823,5971556.586,1750910.621,47,940888.5588,1777625.306,16.0389313,103.1185489,151.3423,179.7606,176
EOT20,2020.483607,2020.177,6/25/2020 0:00,-1391662.828,5971556.598,1750910.626,47,940888.5608,1777625.308,16.03893131,103.118549,151.3561,179.7744,177
EOT20,2020.486339,2020.178,6/26/2020 0:00,-1391662.827,5971556.574,1750910.614,47,940888.5653,1777625.303,16.03893127,103.118549,151.3304,179.7487,178
EOT20,2020.489071,2020.179,6/27/2020 0:00,-1391662.821,5971556.571,1750910.616,47,940888.5606,1777625.306,16.03893129,103.118549,151.3266,179.7449,179
EOT20,2020.491803,2020.18,6/28/2020 0:00,-1391662.826,5971556.575,1750910.615,47,940888.5647,1777625.304,16.03893128,103.118549,151.3312,179.7495,180
EOT20,2020.494536,2020.181,6/29/2020 0:00,-1391662.82,5971556.583,1750910.617,47,940888.5569,1777625.304,16.03893128,103.1185489,151.3381,179.7564,181
EOT20,2020.497268,2020.182,6/30/2020 0:00,-1391662.826,5971556.588,1750910.618,47,940888.5611,1777625.303,16.03893127,103.118549,151.3439,179.7623,182
EOT20,2020.5,2020.183,7/1/2020 0:00,-1391662.827,5971556.573,1750910.617,47,940888.5655,1777625.307,16.0389313,103.118549,151.3299,179.7482,183
EOT20,2020.502732,2020.184,7/2/2020 0:00,-1391662.831,5971556.587,1750910.619,47,940888.5663,1777625.304,16.03893127,103.118549,151.3442,179.7626,184
EOT20,2020.505465,2020.185,7/3/2020 0:00,-1391662.827,5971556.582,1750910.62,47,940888.5638,1777625.306,16.0389313,103.118549,151.3387,179.757,185
EOT20,2020.508197,2020.186,7/4/2020 0:00,-1391662.825,5971556.581,1750910.617,47,940888.5622,1777625.304,16.03893128,103.118549,151.3367,179.755,186
EOT20,2020.510929,2020.187,7/5/2020 0:00,-1391662.827,5971556.581,1750910.62,47,940888.564,1777625.306,16.0389313,103.118549,151.338,179.7563,187
EOT20,2020.513661,2020.188,7/6/2020 0:00,-1391662.827,5971556.579,1750910.616,47,940888.5649,1777625.304,16.03893128,103.118549,151.3357,179.754,188
EOT20,2020.516393,2020.189,7/7/2020 0:00,-1391662.826,5971556.581,1750910.619,47,940888.5631,1777625.306,16.03893129,103.118549,151.3374,179.7557,189
EOT20,2020.519126,2020.19,7/8/2020 0:00,-1391662.824,5971556.572,1750910.612,47,940888.5637,1777625.302,16.03893126,103.118549,151.3264,179.7447,190
EOT20,2020.521858,2020.191,7/9/2020 0:00,-1391662.822,5971556.573,1750910.615,47,940888.5612,1777625.304,16.03893128,103.118549,151.3278,179.7461,191
EOT20,2020.52459,2020.192,7/10/2020 0:00,-1391662.827,5971556.574,1750910.617,47,940888.5655,1777625.305,16.03893129,103.118549,151.3309,179.7492,192
EOT20,2020.527322,2020.193,7/11/2020 0:00,-1391662.828,5971556.579,1750910.613,47,940888.5659,1777625.301,16.03893125,103.118549,151.3343,179.7526,193
EOT20,2020.530055,2020.194,7/12/2020 0:00,-1391662.832,5971556.587,1750910.619,47,940888.5671,1777625.304,16.03893128,103.118549,151.345,179.7633,194
EOT20,2020.532787,2020.195,7/13/2020 0:00,-1391662.827,5971556.575,1750910.614,47,940888.5655,1777625.303,16.03893127,103.118549,151.3305,179.7488,195
EOT20,2020.535519,2020.196,7/14/2020 0:00,-1391662.825,5971556.584,1750910.618,47,940888.5618,1777625.305,16.03893128,103.118549,151.3404,179.7587,196
EOT20,2020.538251,2020.197,7/15/2020 0:00,-1391662.821,5971556.57,1750910.615,47,940888.5609,1777625.305,16.03893129,103.118549,151.3257,179.744,197
EOT20,2020.540984,2020.198,7/16/2020 0:00,-1391662.828,5971556.591,1750910.619,47,940888.5626,1777625.303,16.03893127,103.118549,151.3473,179.7657,198
EOT20,2020.543716,2020.199,7/17/2020 0:00,-1391662.824,5971556.572,1750910.614,47,940888.563,1777625.303,16.03893127,103.118549,151.3274,179.7457,199
EOT20,2020.546448,2020.2,7/18/2020 0:00,-1391662.827,5971556.576,1750910.617,47,940888.565,1777625.305,16.03893129,103.118549,151.3327,179.7511,200
EOT20,2020.54918,2020.201,7/19/2020 0:00,-1391662.828,5971556.586,1750910.617,47,940888.5634,1777625.302,16.03893126,103.118549,151.3422,179.7605,201
EOT20,2020.551913,2020.202,7/20/2020 0:00,-1391662.825,5971556.573,1750910.615,47,940888.5638,1777625.304,16.03893128,103.118549,151.3286,179.7469,202
EOT20,2020.554645,2020.203,7/21/2020 0:00,-1391662.826,5971556.57,1750910.613,47,940888.5658,1777625.303,16.03893127,103.118549,151.3255,179.7438,203
EOT20,2020.557377,2020.204,7/22/2020 0:00,-1391662.82,5971556.577,1750910.613,47,940888.5585,1777625.302,16.03893126,103.1185489,151.3312,179.7495,204
EOT20,2020.560109,2020.205,7/23/2020 0:00,-1391662.827,5971556.568,1750910.606,47,940888.567,1777625.297,16.03893121,103.118549,151.3224,179.7407,205
EOT20,2020.562842,2020.206,7/24/2020 0:00,-1391662.82,5971556.573,1750910.613,47,940888.5593,1777625.303,16.03893127,103.1185489,151.327,179.7453,206
EOT20,2020.565574,2020.207,7/25/2020 0:00,-1391662.825,5971556.572,1750910.611,47,940888.5645,1777625.301,16.03893125,103.118549,151.3266,179.7449,207
EOT20,2020.568306,2020.208,7/26/2020 0:00,-1391662.822,5971556.568,1750910.613,47,940888.5623,1777625.304,16.03893128,103.118549,151.3231,179.7415,208
EOT20,2020.571038,2020.209,7/27/2020 0:00,-1391662.827,5971556.594,1750910.621,47,940888.5614,1777625.304,16.03893128,103.118549,151.3504,179.7687,209
EOT20,2020.573771,2020.21,7/28/2020 0:00,-1391662.826,5971556.58,1750910.614,47,940888.5635,1777625.302,16.03893126,103.118549,151.3357,179.754,210
EOT20,2020.576503,2020.211,7/29/2020 0:00,-1391662.83,5971556.58,1750910.617,47,940888.5672,1777625.304,16.03893127,103.118549,151.3373,179.7556,211
EOT20,2020.579235,2020.212,7/30/2020 0:00,-1391662.819,5971556.556,1750910.606,47,940888.5621,1777625.3,16.03893124,103.118549,151.3091,179.7274,212
EOT20,2020.581967,2020.213,7/31/2020 0:00,-1391662.833,5971556.586,1750910.617,47,940888.5687,1777625.302,16.03893126,103.118549,151.3438,179.7621,213
EOT20,2020.5847,2020.214,8/1/2020 0:00,-1391662.823,5971556.571,1750910.615,47,940888.5623,1777625.305,16.03893129,103.118549,151.326,179.7443,214
EOT20,2020.587432,2020.215,8/2/2020 0:00,-1391662.828,5971556.579,1750910.617,47,940888.5653,1777625.304,16.03893128,103.118549,151.3351,179.7534,215
EOT20,2020.590164,2020.216,8/3/2020 0:00,-1391662.83,5971556.58,1750910.617,47,940888.5669,1777625.304,16.03893128,103.118549,151.337,179.7553,216
EOT20,2020.592896,2020.217,8/4/2020 0:00,-1391662.825,5971556.578,1750910.616,47,940888.5629,1777625.304,16.03893127,103.118549,151.3334,179.7517,217
EOT20,2020.595628,2020.218,8/5/2020 0:00,-1391662.819,5971556.573,1750910.612,47,940888.5585,1777625.302,16.03893126,103.1185489,151.3267,179.745,218
EOT20,2020.601093,2020.22,8/7/2020 0:00,-1391662.822,5971556.556,1750910.611,47,940888.5653,1777625.306,16.03893129,103.118549,151.3109,179.7292,220
EOT20,2020.603825,2020.221,8/8/2020 0:00,-1391662.82,5971556.556,1750910.605,47,940888.5627,1777625.299,16.03893124,103.118549,151.3091,179.7274,221
EOT20,2020.606557,2020.222,8/9/2020 0:00,-1391662.823,5971556.567,1750910.614,47,940888.5635,1777625.305,16.03893129,103.118549,151.3227,179.741,222
EOT20,2020.60929,2020.223,8/10/2020 0:00,-1391662.821,5971556.571,1750910.612,47,940888.5606,1777625.302,16.03893126,103.118549,151.3256,179.7439,223
EOT20,2020.612022,2020.224,8/11/2020 0:00,-1391662.821,5971556.556,1750910.608,47,940888.5638,1777625.303,16.03893127,103.118549,151.3104,179.7288,224
EOT20,2020.614754,2020.225,8/12/2020 0:00,-1391662.822,5971556.557,1750910.608,47,940888.5645,1777625.302,16.03893126,103.118549,151.3116,179.7299,225
EOT20,2020.617486,2020.226,8/13/2020 0:00,-1391662.823,5971556.564,1750910.613,47,940888.5646,1777625.305,16.03893129,103.118549,151.3191,179.7375,226
EOT20,2020.620219,2020.227,8/14/2020 0:00,-1391662.824,5971556.57,1750910.614,47,940888.564,1777625.304,16.03893128,103.118549,151.3257,179.744,227
EOT20,2020.622951,2020.228,8/15/2020 0:00,-1391662.825,5971556.564,1750910.612,47,940888.5657,1777625.304,16.03893128,103.118549,151.3195,179.7378,228
EOT20,2020.625683,2020.229,8/16/2020 0:00,-1391662.821,5971556.554,1750910.608,47,940888.5647,1777625.303,16.03893127,103.118549,151.3082,179.7265,229
EOT20,2020.628415,2020.23,8/17/2020 0:00,-1391662.826,5971556.561,1750910.611,47,940888.5675,1777625.304,16.03893128,103.118549,151.3163,179.7346,230
EOT20,2020.631148,2020.231,8/18/2020 0:00,-1391662.824,5971556.568,1750910.613,47,940888.564,1777625.303,16.03893127,103.118549,151.3229,179.7413,231
EOT20,2020.63388,2020.232,8/19/2020 0:00,-1391662.827,5971556.573,1750910.616,47,940888.5662,1777625.305,16.03893129,103.118549,151.3301,179.7484,232
EOT20,2020.636612,2020.233,8/20/2020 0:00,-1391662.829,5971556.576,1750910.616,47,940888.5668,1777625.304,16.03893128,103.118549,151.3328,179.7511,233
EOT20,2020.639344,2020.234,8/21/2020 0:00,-1391662.827,5971556.574,1750910.613,47,940888.5654,1777625.302,16.03893126,103.118549,151.3291,179.7474,234
EOT20,2020.642077,2020.235,8/22/2020 0:00,-1391662.823,5971556.565,1750910.612,47,940888.5641,1777625.304,16.03893127,103.118549,151.3197,179.738,235
EOT20,2020.644809,2020.236,8/23/2020 0:00,-1391662.826,5971556.568,1750910.614,47,940888.5664,1777625.305,16.03893128,103.118549,151.3238,179.7421,236
EOT20,2020.647541,2020.237,8/24/2020 0:00,-1391662.825,5971556.566,1750910.611,47,940888.5656,1777625.302,16.03893126,103.118549,151.3211,179.7394,237
EOT20,2020.650273,2020.238,8/25/2020 0:00,-1391662.827,5971556.573,1750910.616,47,940888.5659,1777625.305,16.03893128,103.118549,151.3296,179.7479,238
EOT20,2020.653006,2020.239,8/26/2020 0:00,-1391662.823,5971556.576,1750910.616,47,940888.5608,1777625.304,16.03893128,103.118549,151.3316,179.7499,239
EOT20,2020.655738,2020.24,8/27/2020 0:00,-1391662.824,5971556.574,1750910.617,47,940888.5624,1777625.306,16.0389313,103.118549,151.3296,179.7479,240
EOT20,2020.65847,2020.241,8/28/2020 0:00,-1391662.825,5971556.581,1750910.618,47,940888.5619,1777625.306,16.03893129,103.118549,151.3369,179.7552,241
EOT20,2020.661202,2020.242,8/29/2020 0:00,-1391662.81,5971556.548,1750910.607,47,940888.5547,1777625.304,16.03893128,103.1185489,151.2995,179.7178,242
EOT20,2020.663934,2020.243,8/30/2020 0:00,-1391662.829,5971556.575,1750910.616,47,940888.5671,1777625.305,16.03893128,103.118549,151.3314,179.7497,243
EOT20,2020.666667,2020.244,8/31/2020 0:00,-1391662.823,5971556.565,1750910.613,47,940888.5642,1777625.305,16.03893128,103.118549,151.3206,179.7389,244
EOT20,2020.669399,2020.245,9/1/2020 0:00,-1391662.822,5971556.564,1750910.612,47,940888.5635,1777625.304,16.03893128,103.118549,151.3191,179.7374,245
EOT20,2020.672131,2020.246,9/2/2020 0:00,-1391662.823,5971556.562,1750910.612,47,940888.5646,1777625.304,16.03893128,103.118549,151.3169,179.7352,246
EOT20,2020.674863,2020.247,9/3/2020 0:00,-1391662.819,5971556.54,1750910.601,47,940888.5658,1777625.3,16.03893124,103.118549,151.2931,179.7114,247
EOT20,2020.677596,2020.248,9/4/2020 0:00,-1391662.827,5971556.564,1750910.609,47,940888.5676,1777625.301,16.03893125,103.118549,151.3195,179.7378,248
EOT20,2020.680328,2020.249,9/5/2020 0:00,-1391662.822,5971556.559,1750910.61,47,940888.5638,1777625.304,16.03893128,103.118549,151.3134,179.7318,249
EOT20,2020.68306,2020.25,9/6/2020 0:00,-1391662.824,5971556.57,1750910.611,47,940888.5641,1777625.301,16.03893125,103.118549,151.3246,179.7429,250
EOT20,2020.685792,2020.251,9/7/2020 0:00,-1391662.824,5971556.561,1750910.611,47,940888.5655,1777625.304,16.03893128,103.118549,151.3162,179.7346,251
EOT20,2020.688525,2020.252,9/8/2020 0:00,-1391662.825,5971556.576,1750910.613,47,940888.5633,1777625.302,16.03893126,103.118549,151.331,179.7493,252
EOT20,2020.691257,2020.253,9/9/2020 0:00,-1391662.824,5971556.562,1750910.607,47,940888.5653,1777625.3,16.03893124,103.118549,151.3159,179.7342,253
EOT20,2020.693989,2020.254,9/10/2020 0:00,-1391662.825,5971556.572,1750910.612,47,940888.5647,1777625.301,16.03893125,103.118549,151.3268,179.7451,254
EOT20,2020.696721,2020.255,9/11/2020 0:00,-1391662.818,5971556.562,1750910.607,47,940888.5596,1777625.3,16.03893124,103.1185489,151.3149,179.7332,255
EOT20,2020.699454,2020.256,9/12/2020 0:00,-1391662.825,5971556.575,1750910.612,47,940888.5634,1777625.301,16.03893125,103.118549,151.33,179.7483,256
EOT20,2020.702186,2020.257,9/13/2020 0:00,-1391662.827,5971556.574,1750910.617,47,940888.5651,1777625.306,16.03893129,103.118549,151.3306,179.749,257
EOT20,2020.704918,2020.258,9/14/2020 0:00,-1391662.822,5971556.569,1750910.611,47,940888.5622,1777625.301,16.03893125,103.118549,151.3236,179.742,258
EOT20,2020.70765,2020.259,9/15/2020 0:00,-1391662.823,5971556.559,1750910.613,47,940888.5651,1777625.307,16.0389313,103.118549,151.3149,179.7332,259
EOT20,2020.710383,2020.26,9/16/2020 0:00,-1391662.83,5971556.572,1750910.611,47,940888.5691,1777625.301,16.03893125,103.118549,151.3281,179.7464,260
EOT20,2020.713115,2020.261,9/17/2020 0:00,-1391662.82,5971556.562,1750910.605,47,940888.5619,1777625.298,16.03893122,103.118549,151.3147,179.733,261
EOT20,2020.715847,2020.262,9/18/2020 0:00,-1391662.827,5971556.575,1750910.612,47,940888.566,1777625.301,16.03893125,103.118549,151.3299,179.7482,262
EOT20,2020.737705,2020.27,9/26/2020 0:00,-1391662.825,5971556.559,1750910.612,47,940888.5668,1777625.305,16.03893129,103.118549,151.3145,179.7328,270
EOT20,2020.740437,2020.271,9/27/2020 0:00,-1391662.818,5971556.536,1750910.606,47,940888.5658,1777625.306,16.0389313,103.118549,151.2905,179.7088,271
EOT20,2020.743169,2020.272,9/28/2020 0:00,-1391662.826,5971556.56,1750910.609,47,940888.5682,1777625.302,16.03893126,103.118549,151.3149,179.7332,272
EOT20,2020.745902,2020.273,9/29/2020 0:00,-1391662.83,5971556.56,1750910.608,47,940888.5714,1777625.301,16.03893125,103.1185491,151.3157,179.734,273
EOT20,2020.748634,2020.274,9/30/2020 0:00,-1391662.826,5971556.565,1750910.61,47,940888.5666,1777625.302,16.03893126,103.118549,151.3197,179.7381,274
EOT20,2020.751366,2020.275,10/1/2020 0:00,-1391662.822,5971556.543,1750910.608,47,940888.568,1777625.306,16.0389313,103.118549,151.2985,179.7168,275
EOT20,2020.754098,2020.276,10/2/2020 0:00,-1391662.827,5971556.562,1750910.613,47,940888.5679,1777625.306,16.03893129,103.118549,151.3184,179.7367,276
EOT20,2020.756831,2020.277,10/3/2020 0:00,-1391662.828,5971556.556,1750910.609,47,940888.571,1777625.303,16.03893127,103.1185491,151.3115,179.7298,277
EOT20,2020.759563,2020.278,10/4/2020 0:00,-1391662.826,5971556.559,1750910.61,47,940888.5685,1777625.303,16.03893127,103.118549,151.3143,179.7326,278
EOT20,2020.762295,2020.279,10/5/2020 0:00,-1391662.832,5971556.57,1750910.617,47,940888.5713,1777625.306,16.0389313,103.1185491,151.3278,179.7461,279
EOT20,2020.765027,2020.28,10/6/2020 0:00,-1391662.825,5971556.55,1750910.609,47,940888.5694,1777625.305,16.03893128,103.118549,151.3052,179.7235,280
EOT20,2020.76776,2020.281,10/7/2020 0:00,-1391662.826,5971556.553,1750910.61,47,940888.5698,1777625.305,16.03893128,103.118549,151.3089,179.7272,281
EOT20,2020.770492,2020.282,10/8/2020 0:00,-1391662.828,5971556.555,1750910.613,47,940888.5706,1777625.307,16.0389313,103.118549,151.3123,179.7307,282
EOT20,2020.773224,2020.283,10/9/2020 0:00,-1391662.825,5971556.543,1750910.606,47,940888.5708,1777625.304,16.03893127,103.118549,151.2986,179.717,283
EOT20,2020.775956,2020.284,10/10/2020 0:00,-1391662.825,5971556.548,1750910.607,47,940888.5699,1777625.303,16.03893127,103.118549,151.3031,179.7214,284
EOT20,2020.778689,2020.285,10/11/2020 0:00,-1391662.83,5971556.567,1750910.612,47,940888.5702,1777625.303,16.03893127,103.118549,151.3239,179.7422,285
EOT20,2020.781421,2020.286,10/12/2020 0:00,-1391662.832,5971556.561,1750910.613,47,940888.5735,1777625.306,16.03893129,103.1185491,151.3183,179.7366,286
EOT20,2020.784153,2020.287,10/13/2020 0:00,-1391662.829,5971556.559,1750910.608,47,940888.5707,1777625.301,16.03893125,103.118549,151.3142,179.7325,287
EOT20,2020.786885,2020.288,10/14/2020 0:00,-1391662.834,5971556.563,1750910.613,47,940888.5745,1777625.305,16.03893128,103.1185491,151.3211,179.7395,288
EOT20,2020.789618,2020.289,10/15/2020 0:00,-1391662.826,5971556.561,1750910.607,47,940888.5673,1777625.3,16.03893124,103.118549,151.3154,179.7337,289
EOT20,2020.795082,2020.291,10/17/2020 0:00,-1391662.831,5971556.551,1750910.609,47,940888.5749,1777625.304,16.03893128,103.1185491,151.3077,179.726,291
EOT20,2020.797814,2020.292,10/18/2020 0:00,-1391662.826,5971556.551,1750910.607,47,940888.5705,1777625.303,16.03893127,103.118549,151.306,179.7243,292
EOT20,2020.800546,2020.293,10/19/2020 0:00,-1391662.83,5971556.556,1750910.609,47,940888.5727,1777625.303,16.03893127,103.1185491,151.3125,179.7308,293
EOT20,2020.803279,2020.294,10/20/2020 0:00,-1391662.835,5971556.555,1750910.61,47,940888.5774,1777625.304,16.03893128,103.1185491,151.3126,179.7309,294
EOT20,2020.806011,2020.295,10/21/2020 0:00,-1391662.826,5971556.539,1750910.605,47,940888.5729,1777625.304,16.03893128,103.1185491,151.2944,179.7127,295
EOT20,2020.808743,2020.296,10/22/2020 0:00,-1391662.831,5971556.559,1750910.612,47,940888.5725,1777625.305,16.03893128,103.1185491,151.3163,179.7346,296
EOT20,2020.811475,2020.297,10/23/2020 0:00,-1391662.829,5971556.547,1750910.61,47,940888.5741,1777625.307,16.0389313,103.1185491,151.3036,179.722,297
EOT20,2020.814208,2020.298,10/24/2020 0:00,-1391662.834,5971556.564,1750910.613,47,940888.5743,1777625.304,16.03893128,103.1185491,151.322,179.7403,298
EOT20,2020.81694,2020.299,10/25/2020 0:00,-1391662.834,5971556.57,1750910.613,47,940888.5732,1777625.303,16.03893127,103.1185491,151.3271,179.7454,299
EOT20,2020.819672,2020.3,10/26/2020 0:00,-1391662.832,5971556.556,1750910.609,47,940888.575,1777625.303,16.03893126,103.1185491,151.3127,179.7311,300
EOT20,2020.822404,2020.301,10/27/2020 0:00,-1391662.831,5971556.556,1750910.61,47,940888.5733,1777625.304,16.03893128,103.1185491,151.3126,179.7309,301
EOT20,2020.825137,2020.302,10/28/2020 0:00,-1391662.837,5971556.564,1750910.614,47,940888.5775,1777625.305,16.03893129,103.1185491,151.3226,179.7409,302
EOT20,2020.827869,2020.303,10/29/2020 0:00,-1391662.83,5971556.561,1750910.611,47,940888.5718,1777625.304,16.03893128,103.1185491,151.318,179.7363,303
EOT20,2020.830601,2020.304,10/30/2020 0:00,-1391662.829,5971556.548,1750910.607,47,940888.5736,1777625.303,16.03893127,103.1185491,151.3042,179.7225,304
EOT20,2020.833333,2020.305,10/31/2020 0:00,-1391662.83,5971556.563,1750910.613,47,940888.5712,1777625.305,16.03893128,103.1185491,151.3202,179.7385,305
EOT20,2020.836066,2020.306,11/1/2020 0:00,-1391662.827,5971556.542,1750910.608,47,940888.573,1777625.306,16.03893129,103.1185491,151.2987,179.717,306
EOT20,2020.838798,2020.307,11/2/2020 0:00,-1391662.831,5971556.558,1750910.615,47,940888.5735,1777625.308,16.03893131,103.1185491,151.3167,179.735,307
EOT20,2020.84153,2020.308,11/3/2020 0:00,-1391662.831,5971556.557,1750910.613,47,940888.5734,1777625.306,16.0389313,103.1185491,151.3144,179.7328,308
EOT20,2020.844262,2020.309,11/4/2020 0:00,-1391662.835,5971556.554,1750910.615,47,940888.5776,1777625.309,16.03893132,103.1185491,151.3126,179.731,309
EOT20,2020.846995,2020.31,11/5/2020 0:00,-1391662.835,5971556.559,1750910.614,47,940888.5766,1777625.307,16.0389313,103.1185491,151.3176,179.7359,310
EOT20,2020.849727,2020.311,11/6/2020 0:00,-1391662.829,5971556.548,1750910.609,47,940888.5739,1777625.306,16.03893129,103.1185491,151.3048,179.7232,311
EOT20,2020.852459,2020.312,11/7/2020 0:00,-1391662.835,5971556.559,1750910.614,47,940888.5763,1777625.307,16.0389313,103.1185491,151.3179,179.7362,312
EOT20,2020.855191,2020.313,11/8/2020 0:00,-1391662.833,5971556.553,1750910.61,47,940888.5763,1777625.304,16.03893128,103.1185491,151.3106,179.7289,313
EOT20,2020.857924,2020.314,11/9/2020 0:00,-1391662.838,5971556.561,1750910.614,47,940888.5789,1777625.306,16.0389313,103.1185491,151.3201,179.7385,314
EOT20,2020.860656,2020.315,11/10/2020 0:00,-1391662.837,5971556.558,1750910.612,47,940888.5793,1777625.305,16.03893128,103.1185491,151.3168,179.7351,315
EOT20,2020.863388,2020.316,11/11/2020 0:00,-1391662.832,5971556.542,1750910.605,47,940888.5774,1777625.303,16.03893126,103.1185491,151.2983,179.7167,316
EOT20,2020.86612,2020.317,11/12/2020 0:00,-1391662.837,5971556.555,1750910.609,47,940888.5797,1777625.303,16.03893127,103.1185491,151.3124,179.7308,317
EOT20,2020.868853,2020.318,11/13/2020 0:00,-1391662.831,5971556.548,1750910.607,47,940888.5752,1777625.304,16.03893127,103.1185491,151.3046,179.723,318
EOT20,2020.871585,2020.319,11/14/2020 0:00,-1391662.83,5971556.554,1750910.609,47,940888.5734,1777625.304,16.03893128,103.1185491,151.311,179.7293,319
EOT20,2020.874317,2020.32,11/15/2020 0:00,-1391662.827,5971556.549,1750910.609,47,940888.571,1777625.305,16.03893129,103.1185491,151.3048,179.7231,320
EOT20,2020.877049,2020.321,11/16/2020 0:00,-1391662.83,5971556.554,1750910.61,47,940888.5734,1777625.304,16.03893128,103.1185491,151.3109,179.7292,321
EOT20,2020.879781,2020.322,11/17/2020 0:00,-1391662.834,5971556.558,1750910.613,47,940888.5762,1777625.306,16.0389313,103.1185491,151.3159,179.7343,322
EOT20,2020.882514,2020.323,11/18/2020 0:00,-1391662.835,5971556.561,1750910.615,47,940888.5762,1777625.308,16.03893131,103.1185491,151.3194,179.7378,323
EOT20,2020.885246,2020.324,11/19/2020 0:00,-1391662.84,5971556.559,1750910.616,47,940888.5813,1777625.309,16.03893132,103.1185491,151.3191,179.7374,324
EOT20,2020.887978,2020.325,11/20/2020 0:00,-1391662.835,5971556.546,1750910.609,47,940888.5798,1777625.305,16.03893129,103.1185491,151.3044,179.7227,325
EOT20,2020.89071,2020.326,11/21/2020 0:00,-1391662.838,5971556.562,1750910.617,47,940888.5787,1777625.309,16.03893132,103.1185491,151.3221,179.7404,326
EOT20,2020.893443,2020.327,11/22/2020 0:00,-1391662.828,5971556.539,1750910.609,47,940888.5746,1777625.308,16.03893131,103.1185491,151.2957,179.714,327
EOT20,2020.896175,2020.328,11/23/2020 0:00,-1391662.834,5971556.56,1750910.614,47,940888.5756,1777625.306,16.03893129,103.1185491,151.3184,179.7367,328
EOT20,2020.898907,2020.329,11/24/2020 0:00,-1391662.831,5971556.551,1750910.615,47,940888.5747,1777625.31,16.03893133,103.1185491,151.3096,179.7279,329
EOT20,2020.901639,2020.33,11/25/2020 0:00,-1391662.836,5971556.549,1750910.611,47,940888.5799,1777625.307,16.0389313,103.1185491,151.3077,179.726,330
EOT20,2020.904372,2020.331,11/26/2020 0:00,-1391662.836,5971556.551,1750910.616,47,940888.5794,1777625.311,16.03893133,103.1185491,151.3108,179.7291,331
EOT20,2020.907104,2020.332,11/27/2020 0:00,-1391662.832,5971556.544,1750910.607,47,940888.5773,1777625.304,16.03893128,103.1185491,151.3013,179.7196,332
EOT20,2020.909836,2020.333,11/28/2020 0:00,-1391662.835,5971556.553,1750910.611,47,940888.5777,1777625.306,16.03893129,103.1185491,151.3116,179.7299,333
EOT20,2020.912568,2020.334,11/29/2020 0:00,-1391662.831,5971556.554,1750910.613,47,940888.5736,1777625.308,16.03893131,103.1185491,151.312,179.7303,334
EOT20,2020.915301,2020.335,11/30/2020 0:00,-1391662.835,5971556.56,1750910.617,47,940888.5767,1777625.309,16.03893132,103.1185491,151.3195,179.7378,335
EOT20,2020.918033,2020.336,12/1/2020 0:00,-1391662.834,5971556.555,1750910.613,47,940888.577,1777625.307,16.0389313,103.1185491,151.3139,179.7322,336
EOT20,2020.920765,2020.337,12/2/2020 0:00,-1391662.835,5971556.549,1750910.616,47,940888.5791,1777625.311,16.03893134,103.1185491,151.3087,179.7271,337
EOT20,2020.923497,2020.338,12/3/2020 0:00,-1391662.838,5971556.559,1750910.616,47,940888.5793,1777625.308,16.03893131,103.1185491,151.3191,179.7374,338
EOT20,2020.92623,2020.339,12/4/2020 0:00,-1391662.836,5971556.554,1750910.61,47,940888.5792,1777625.304,16.03893127,103.1185491,151.3119,179.7303,339
EOT20,2020.928962,2020.34,12/5/2020 0:00,-1391662.839,5971556.568,1750910.619,47,940888.5789,1777625.308,16.03893131,103.1185491,151.3287,179.747,340
EOT20,2020.931694,2020.341,12/6/2020 0:00,-1391662.839,5971556.559,1750910.616,47,940888.5809,1777625.308,16.03893131,103.1185491,151.3193,179.7376,341
EOT20,2020.934426,2020.342,12/7/2020 0:00,-1391662.84,5971556.565,1750910.616,47,940888.5799,1777625.307,16.0389313,103.1185491,151.3251,179.7435,342
